TIME,SENSOR 1,SENSOR 2,SENSOR 3,SENSOR 4
1316,694,691,1388,641
1317,694,693,1388,639
1318,694,691,1391,643
1319,693,691,1393,647
1320,694,693,1396,651
1321,696,692,1396,655
1322,698,692,1397,655
1323,698,690,1396,652
1324,699,693,1395,650
1325,699,691,1398,654
1326,699,692,1399,657
1327,699,691,1401,656
1328,698,690,1402,656
1329,699,690,1404,655
1330,700,688,1407,658
1331,700,686,1407,660
1332,699,689,1406,659
1333,698,691,1407,660
1334,700,692,1408,663
1335,699,694,1410,660
1336,699,693,1413,662
1337,698,696,1414,663
1338,697,697,1414,663
1339,697,695,1417,661
1340,699,696,1417,660
1341,699,698,1416,660
1342,699,699,1415,662
1343,701,698,1418,666
1344,702,698,1417,665
1345,703,699,1416,663
1346,704,699,1419,660
1347,706,698,1419,663
1348,705,700,1419,660
1349,705,698,1421,661
1350,706,700,1422,660
1351,708,703,1422,663
1352,707,703,1425,660
1353,707,702,1428,661
1354,709,703,1429,663
1355,708,703,1431,666
1356,710,702,1432,669
1357,709,705,1433,668
1358,711,708,1436,668
1359,711,707,1437,665
1360,711,710,1437,668
1361,710,708,1438,670
1362,710,711,1440,670
1363,710,713,1442,668
1364,712,712,1441,670
1365,712,712,1440,674
1366,711,713,1439,672
1367,712,712,1440,672
1368,714,712,1439,674
1369,715,715,1439,671
1370,714,713,1438,670
1371,716,715,1440,667
1372,715,717,1442,671
1373,716,717,1444,672
1374,717,717,1443,672
1375,717,717,1445,672
1376,717,715,1446,674
1377,719,718,1448,676
1378,719,721,1449,676
1379,719,722,1449,677
1380,719,722,1451,677
1381,721,723,1450,679
1382,721,722,1452,680
1383,721,721,1453,677
1384,723,722,1452,674
1385,723,722,1455,671
1386,725,725,1454,669
1387,726,728,1456,671
1388,726,729,1456,673
1389,725,727,1455,672
1390,725,729,1456,671
1391,724,727,1457,668
1392,725,725,1459,667
1393,725,728,1461,668
1394,727,728,1463,668
1395,729,730,1463,667
1396,730,730,1463,665
1397,731,732,1464,665
1398,731,730,1465,662
1399,733,731,1464,663
1400,732,730,1465,664
1401,733,732,1465,662
1402,735,730,1464,663
1403,736,731,1465,661
1404,735,733,1466,659
1405,736,732,1466,658
1406,736,730,1467,657
1407,738,729,1466,659
1408,737,728,1465,662
1409,739,727,1466,664
1410,738,726,1466,662
1411,740,724,1466,666
1412,742,724,1468,668
1413,742,724,1468,667
1414,744,727,1470,669
1415,743,725,1470,672
1416,743,728,1469,675
1417,743,727,1471,672
1418,745,729,1474,672
1419,746,727,1475,676
1420,748,725,1477,680
1421,747,725,1477,678
1422,747,726,1476,681
1423,747,724,1475,683
1424,747,727,1475,682
1425,747,725,1478,686
1426,747,728,1481,690
1427,746,730,1483,689
1428,746,729,1484,687
1429,747,727,1484,687
1430,749,729,1483,687
1431,748,729,1484,690
1432,750,731,1483,693
1433,749,730,1486,697
1434,749,730,1487,700
1435,751,732,1487,697
1436,753,731,1486,697
1437,752,731,1487,695
1438,751,729,1486,698
1439,752,731,1488,698
1440,753,731,1491,699
1441,755,732,1493,703
1442,756,732,1493,701
1443,755,733,1492,701
1444,757,735,1492,704
1445,756,734,1494,701
1446,758,735,1494,698
1447,758,733,1497,696
1448,758,731,1499,694
1449,760,730,1498,697
1450,760,728,1499,699
1451,762,729,1498,703
1452,762,731,1498,700
1453,762,733,1499,704
1454,761,733,1502,702
1455,761,732,1504,706
1456,762,735,1505,706
1457,764,737,1506,707
1458,764,740,1509,707
1459,763,741,1509,706
1460,763,744,1510,710
1461,764,745,1511,712
1462,764,745,1514,714
1463,765,748,1515,714
1464,764,750,1518,717
1465,766,749,1517,715
1466,766,751,1520,717
1467,767,751,1519,716
1468,768,752,1522,717
1469,768,752,1521,714
1470,767,750,1523,716
1471,767,750,1524,713
1472,766,751,1525,711
1473,767,754,1527,715
1474,766,754,1526,718
1475,767,756,1526,715
1476,768,758,1529,719
1477,768,760,1530,722
1478,767,758,1533,721
1479,767,761,1533,722
1480,769,759,1536,721
1481,769,758,1537,725
1482,771,758,1538,722
1483,770,759,1537,726
1484,771,761,1540,726
1485,772,759,1542,727
1486,773,760,1543,724
1487,774,763,1546,723
1488,773,761,1545,722
1489,774,760,1546,720
1490,776,759,1545,723
1491,775,762,1544,725
1492,774,760,1545,728
1493,775,762,1548,732
1494,775,765,1550,735
1495,775,764,1553,733
1496,776,767,1553,733
1497,778,768,1553,737
1498,779,770,1552,740
1499,781,771,1554,739
1500,780,773,1555,739
1501,781,775,1555,739
1502,783,775,1556,739
1503,783,778,1555,740
1504,783,780,1558,737
1505,782,783,1560,736
1506,782,785,1560,737
1507,781,785,1563,737
1508,780,788,1562,735
1509,780,788,1561,738
1510,782,790,1561,737
1511,782,791,1560,737
1512,783,789,1559,738
1513,782,790,1562,742
1514,783,792,1565,739
1515,783,793,1568,738
1516,785,796,1569,742
1517,787,794,1572,743
1518,789,793,1571,741
1519,788,792,1574,743
1520,790,791,1575,745
1521,789,794,1578,746
1522,790,796,1579,745
1523,789,796,1578,746
1524,789,796,1579,748
1525,790,794,1579,746
1526,789,794,1580,750
1527,791,796,1582,751
1528,791,799,1585,749
1529,793,800,1584,750
1530,793,799,1586,754
1531,795,801,1589,757
1532,794,799,1590,761
1533,794,800,1591,764
1534,795,798,1592,763
1535,797,796,1591,763
1536,797,798,1590,760
1537,799,798,1593,761
1538,801,799,1596,760
1539,803,802,1597,762
1540,805,802,1597,763
1541,806,804,1597,762
1542,805,803,1598,764
1543,805,802,1600,764
1544,806,805,1602,761
1545,807,803,1603,763
1546,807,801,1605,761
1547,808,800,1606,763
1548,807,799,1608,762
1549,807,799,1607,759
1550,807,801,1607,760
1551,808,799,1610,760
1552,808,798,1609,757
1553,808,799,1608,760
1554,809,797,1611,763
1555,808,798,1614,763
1556,807,796,1616,761
1557,808,794,1616,759
1558,809,792,1616,762
1559,809,792,1615,760
1560,808,791,1615,758
1561,807,794,1616,762
1562,808,792,1615,765
1563,807,792,1614,763
1564,809,794,1613,765
1565,811,793,1614,767
1566,811,791,1613,769
1567,812,791,1616,770
1568,814,791,1618,768
1569,814,794,1620,765
1570,814,793,1621,766
1571,815,796,1624,765
1572,814,795,1625,767
1573,815,795,1625,770
1574,814,794,1628,773
1575,813,796,1631,773
1576,812,797,1633,773
1577,812,795,1634,777
1578,812,797,1636,774
1579,814,795,1637,773
1580,816,793,1639,773
1581,815,791,1638,777
1582,815,793,1640,780
1583,814,792,1640,781
1584,816,790,1639,785
1585,818,789,1638,786
1586,820,790,1640,788
1587,821,789,1642,789
1588,822,790,1644,790
1589,823,788,1647,788
1590,823,790,1647,791
1591,823,788,1650,789
1592,822,786,1651,792
1593,822,786,1652,794
1594,822,789,1655,794
1595,822,789,1656,795
1596,823,790,1655,796
1597,824,792,1657,797
1598,826,794,1659,800
1599,827,793,1658,798
1600,827,795,1658,797
1601,827,798,1660,798
1602,826,799,1662,802
1603,828,799,1664,801
1604,830,797,1667,804
1605,830,798,1667,801
1606,830,800,1669,798
1607,830,799,1668,800
1608,832,801,1670,797
1609,833,803,1671,797
1610,832,805,1671,794
1611,832,803,1673,791
1612,831,805,1672,794
1613,832,808,1671,798
1614,831,808,1673,799
1615,832,808,1673,800
1616,833,806,1676,800
1617,834,804,1677,799
1618,833,802,1680,800
1619,832,803,1680,799
1620,831,801,1683,796
1621,833,800,1684,797
1622,834,800,1686,800
1623,835,803,1687,798
1624,835,805,1690,797
1625,834,803,1691,794
1626,834,801,1690,791
1627,835,803,1689,789
1628,837,803,1691,789
1629,836,804,1693,792
1630,837,806,1693,795
1631,837,808,1694,792
1632,839,810,1695,791
1633,840,813,1695,795
1634,842,811,1695,798
1635,842,811,1695,801
1636,841,811,1698,802
1637,842,809,1699,800
1638,842,808,1702,799
1639,843,808,1702,796
1640,843,811,1705,798
1641,843,813,1705,798
1642,842,814,1708,797
1643,844,816,1711,796
1644,843,816,1711,796
1645,842,818,1713,800
1646,844,819,1714,801
1647,844,817,1714,798
1648,843,817,1715,797
1649,843,815,1717,799
1650,844,814,1720,802
1651,844,813,1719,805
1652,845,813,1718,802
1653,847,811,1720,806
1654,847,812,1719,807
1655,847,813,1722,805
1656,847,813,1725,809
1657,848,814,1728,811
1658,849,816,1730,815
1659,849,814,1730,813
1660,849,812,1732,811
1661,851,813,1734,811
1662,853,815,1735,809
1663,854,814,1734,806
1664,856,816,1736,809
1665,857,819,1737,812
1666,859,817,1740,816
1667,860,817,1739,817
1668,859,819,1738,815
1669,858,821,1739,815
1670,857,819,1741,819
1671,857,817,1743,823
1672,858,817,1746,823
1673,859,819,1745,825
1674,858,817,1747,823
1675,860,819,1749,824
1676,859,820,1752,827
1677,861,822,1755,828
1678,862,820,1754,828
1679,864,822,1756,826
1680,864,820,1756,826
1681,866,821,1759,829
1682,865,823,1758,826
1683,866,823,1758,830
1684,867,821,1759,833
1685,867,820,1759,830
1686,869,820,1761,828
1687,868,819,1764,826
1688,870,820,1764,825
1689,871,819,1764,824
1690,873,822,1766,828
1691,875,825,1766,828
1692,874,828,1769,831
1693,873,827,1772,829
1694,875,826,1774,831
1695,876,825,1773,832
1696,876,826,1774,833
1697,877,824,1773,837
1698,879,823,1774,837
1699,879,825,1775,841
1700,878,823,1775,843
1701,877,821,1774,847
1702,877,820,1777,847
1703,877,822,1777,850
1704,879,821,1780,848
1705,879,819,1782,845
1706,878,821,1783,842
1707,880,822,1786,844
1708,879,825,1785,847
1709,881,826,1784,845
1710,881,824,1783,847
1711,880,826,1784,848
1712,879,826,1786,846
1713,879,824,1787,844
1714,879,824,1789,844
1715,878,824,1788,844
1716,877,827,1788,846
1717,879,827,1791,848
1718,879,826,1794,852
1719,879,825,1797,851
1720,881,827,1798,850
1721,883,825,1798,849
1722,883,825,1799,846
1723,883,825,1800,848
1724,883,824,1801,847
1725,884,827,1803,847
1726,884,826,1804,846
1727,884,829,1804,844
1728,883,832,1805,842
1729,884,835,1807,845
1730,885,838,1810,843
1731,887,840,1811,847
1732,887,842,1813,847
1733,887,841,1814,848
1734,888,843,1813,846
1735,890,845,1816,850
1736,890,846,1816,854
1737,892,847,1817,854
1738,891,845,1820,853
1739,890,844,1821,853
1740,890,843,1821,850
1741,892,844,1824,851
1742,894,847,1824,848
1743,896,848,1826,846
1744,898,846,1826,844
1745,900,846,1825,841
1746,901,847,1825,845
1747,900,848,1827,846
1748,902,848,1827,847
1749,904,847,1827,848
1750,904,847,1830,848
1751,904,845,1830,852
1752,906,843,1833,855
1753,905,843,1836,855
1754,906,841,1836,858
1755,906,839,1835,862
1756,908,837,1835,865
1757,909,839,1836,864
1758,908,842,1839,866
1759,909,843,1841,864
1760,911,843,1841,867
1761,912,843,1843,871
1762,913,846,1844,870
1763,913,844,1844,869
1764,914,845,1846,867
1765,914,843,1845,871
1766,913,846,1844,872
1767,915,847,1847,869
1768,915,848,1846,873
1769,916,851,1849,874
1770,916,854,1849,873
1771,916,855,1850,877
1772,915,853,1849,877
1773,916,851,1848,875
1774,917,850,1848,874
1775,917,849,1850,876
1776,918,852,1852,878
1777,917,854,1853,875
1778,916,855,1855,874
1779,918,858,1855,878
1780,919,860,1858,882
1781,920,859,1858,879
1782,920,859,1858,881
1783,922,859,1860,884
1784,924,859,1860,884
1785,925,860,1863,881
1786,925,861,1864,878
1787,925,863,1865,878
1788,927,865,1867,875
1789,926,864,1869,874
1790,927,866,1871,876
1791,929,866,1870,874
1792,931,868,1869,877
1793,933,866,1872,879
1794,932,869,1873,881
1795,933,867,1874,881
1796,935,869,1877,880
1797,937,867,1876,879
1798,937,867,1879,883
1799,936,867,1882,886
1800,937,865,1885,888
1801,938,867,1884,891
1802,937,865,1887,889
1803,936,864,1887,891
1804,938,862,1888,895
1805,937,863,1889,894
1806,939,862,1889,893
1807,938,861,1889,896
1808,937,860,1892,893
1809,939,861,1891,891
1810,941,859,1894,893
1811,941,861,1895,895
1812,941,859,1894,893
1813,941,860,1895,891
1814,942,863,1895,894
1815,944,863,1895,895
1816,943,861,1896,897
1817,945,862,1897,898
1818,947,863,1896,895
1819,949,862,1897,896
1820,951,860,1899,899
1821,951,860,1900,903
1822,950,863,1900,903
1823,950,861,1901,904
1824,950,859,1902,904
1825,952,860,1905,908
1826,951,860,1907,907
1827,952,863,1910,909
1828,953,863,1912,907
1829,952,866,1913,905
1830,951,865,1916,904
1831,951,863,1918,901
1832,953,866,1919,900
1833,952,869,1920,897
1834,952,869,1921,894
1835,954,868,1921,891
1836,956,869,1923,890
1837,956,869,1925,894
1838,955,872,1925,896
1839,954,870,1925,900
1840,956,872,1927,903
1841,958,872,1930,903
1842,957,872,1932,907
1843,957,870,1931,908
1844,959,869,1932,906
1845,959,868,1931,905
1846,961,868,1932,908
1847,962,868,1932,908
1848,961,869,1932,907
1849,962,867,1932,908
1850,964,868,1931,909
1851,963,869,1931,910
1852,965,872,1932,908
1853,966,873,1934,910
1854,965,874,1933,908
1855,966,876,1933,905
1856,967,875,1933,908
1857,966,873,1936,907
1858,965,875,1936,908
1859,966,874,1939,906
1860,968,875,1938,910
1861,967,878,1938,911
1862,967,881,1940,909
1863,966,879,1939,913
1864,968,880,1940,917
1865,970,880,1939,919
1866,969,882,1942,922
1867,969,881,1945,925
1868,971,881,1944,924
1869,973,882,1943,926
1870,972,882,1942,929
1871,972,880,1941,928
1872,973,882,1943,925
1873,972,880,1946,929
1874,972,879,1948,930
1875,972,881,1948,933
1876,971,880,1951,937
1877,973,882,1951,937
1878,972,880,1954,936
1879,973,878,1956,933
1880,972,881,1957,931
1881,974,882,1956,935
1882,975,883,1955,936
1883,974,881,1958,938
1884,973,880,1960,935
1885,975,883,1959,938
1886,974,885,1960,942
1887,976,885,1962,941
1888,978,884,1961,942
1889,977,883,1963,940
1890,978,883,1965,940
1891,980,884,1967,939
1892,980,883,1968,938
1893,979,881,1968,938
1894,978,881,1969,940
1895,979,879,1972,944
1896,981,881,1975,945
1897,980,883,1974,948
1898,981,883,1973,948
1899,983,882,1972,952
1900,985,880,1973,949
1901,987,878,1973,946
1902,989,878,1975,947
1903,989,876,1978,945
1904,991,878,1979,946
1905,990,877,1979,943
1906,990,878,1979,941
1907,990,880,1981,945
1908,992,879,1984,946
1909,994,882,1984,944
1910,996,883,1986,946
1911,996,886,1988,950
1912,997,889,1990,949
1913,999,889,1992,946
1914,999,888,1995,947
1915,1001,889,1994,944
1916,1000,888,1996,945
1917,1001,887,1998,946
1918,1003,886,1999,947
1919,1004,888,1999,948
1920,1005,889,2000,951
1921,1006,890,2003,948
1922,1005,891,2005,951
1923,1004,892,2004,952
1924,1006,893,2006,952
1925,1008,894,2006,950
1926,1008,892,2006,951
1927,1009,892,2008,950
1928,1011,893,2007,951
1929,1012,891,2008,948
1930,1011,890,2011,946
1931,1012,890,2010,947
1932,1011,892,2010,944
1933,1012,894,2010,941
1934,1014,897,2012,942
1935,1014,896,2015,945
1936,1015,897,2016,946
1937,1017,895,2019,945
1938,1016,898,2019,943
1939,1017,899,2018,943
1940,1018,898,2020,947
1941,1018,900,2020,948
1942,1018,902,2020,949
1943,1020,900,2022,946
1944,1019,903,2022,950
1945,1021,903,2023,952
1946,1021,905,2026,956
1947,1020,904,2027,956
1948,1020,903,2027,955
1949,1022,906,2026,959
1950,1022,905,2027,956
1951,1022,908,2030,956
1952,1022,908,2032,958
1953,1022,906,2034,959
1954,1024,906,2037,961
1955,1024,908,2040,962
1956,1024,906,2040,966
1957,1025,904,2039,963
1958,1026,904,2039,960
1959,1028,903,2041,963
1960,1027,902,2044,960
1961,1027,900,2045,963
1962,1026,899,2048,966
1963,1025,900,2049,967
1964,1025,902,2051,971
